890.264 -88.1263108000 -3.8518983354 4.0568231116E-04
900.264 -78.1263108000 -3.4946301630 6.1361836420E-04
910.264 -68.1263108000 -3.0964104159 1.0439817835E-03
920.264 -58.1263108000 -2.6387637445 2.1835654139E-03
921.764 -56.6263108000 -2.5630786049 2.5088337425E-03
923.264 -55.1263108000 -2.4850893182 2.9116197959E-03
924.764 -53.6263108000 -2.4045720525 3.4175332684E-03
926.264 -52.1263108000 -2.3212634848 4.0629462170E-03
927.764 -50.6263108000 -2.2348514828 4.9002611948E-03
929.264 -49.1263108000 -2.1449613018 6.0057949939E-03
930.264 -48.1263108000 -2.0828803938 6.9446379289E-03
930.764 -47.6263108000 -2.0511353920 7.4906938298E-03
932.132 -46.2588308000 -1.9616923323 9.3087802869E-03
933.999 -44.3913508000 -1.8325071493 1.2806799513E-02
935.867 -42.5238708000 -1.6934958218 1.7839247124E-02
937.734 -40.6563908000 -1.5420032287 2.4155558980E-02
939.602 -38.7889108000 -1.3739066163 2.9307109330E-02
941.469 -36.9214308000 -1.1821442986 2.9258864647E-02
943.337 -35.0539508000 -0.9525286846 2.4111969636E-02
945.204 -33.1864708000 -0.6458766503 1.7910586046E-02
946.793 -31.5971108000 0.0000000000 1.3625531380E-02
948.939 -29.4515108000 0.7504345103 9.7299931248E-03
950.264 -28.1263108000 0.9544500666 8.0470364736E-03
950.807 -27.5840308000 1.0263071218 7.4797853949E-03
951.764 -26.6263108000 1.1422248113 6.6174423016E-03
953.264 -25.1263108000 1.3032190108 5.5568480643E-03
954.764 -23.6263108000 1.4464032195 4.7633697047E-03
956.264 -22.1263108000 1.5766371334 4.1672332457E-03
957.764 -20.6263108000 1.6969051321 3.7177903241E-03
959.264 -19.1263108000 1.8091959070 3.3807565789E-03
960.264 -18.1263108000 1.8803344531 3.2061656285E-03
960.764 -17.6263108000 1.9149130513 3.1317557075E-03
980.264 1.8736892300 2.9639540369 2.9933996466E-03
1000.26 21.8736892000 3.7462501600 4.5816181924E-03
1020.26 41.8736892000 4.3913273778 5.6277026885E-03
1040.26 61.8736892000 4.9530922531 5.5461465640E-03
1060.26 81.8736892000 5.4573332490 5.1557561236E-03
