-58.1162 5.160206E-04
-58.0962 5.169790E-04
-58.0762 5.179402E-04
-58.0562 5.189048E-04
-58.0362 5.198717E-04
-58.0161 5.208420E-04
-57.9961 5.218147E-04
-57.9761 5.227907E-04
-57.9561 5.237691E-04
-57.9361 5.247509E-04
-57.9161 5.257352E-04
-57.8961 5.267228E-04
-57.8761 5.277129E-04
-57.8561 5.287060E-04
-57.8361 5.297025E-04
-57.8160 5.307014E-04
-57.7960 5.317040E-04
-57.7760 5.327090E-04
-57.7560 5.337175E-04
-57.7360 5.347285E-04
-57.7160 5.357425E-04
-57.6960 5.367601E-04
-57.6760 5.377802E-04
-57.6560 5.388039E-04
-57.6360 5.398302E-04
-57.6159 5.408601E-04
-57.5959 5.418926E-04
-57.5759 5.429282E-04
-57.5559 5.439675E-04
-57.5359 5.450093E-04
-57.5159 5.460549E-04
-57.4959 5.471031E-04
-57.4759 5.481545E-04
-57.4559 5.492097E-04
-57.4359 5.502675E-04
-57.4158 5.513287E-04
-57.3958 5.523934E-04
-57.3758 5.534609E-04
-57.3558 5.545322E-04
-57.3358 5.556062E-04
-57.3158 5.566837E-04
-57.2958 5.577649E-04
-57.2758 5.588488E-04
-57.2558 5.599362E-04
-57.2358 5.610274E-04
-57.2157 5.621214E-04
-57.1957 5.632189E-04
-57.1757 5.643202E-04
-57.1557 5.654244E-04
-57.1357 5.665321E-04
-57.1157 5.676436E-04
-57.0957 5.687581E-04
-57.0757 5.698761E-04
-57.0557 5.709981E-04
-57.0357 5.721231E-04
-57.0156 5.732515E-04
-56.9956 5.743839E-04
-56.9756 5.755194E-04
-56.9556 5.766584E-04
-56.9356 5.778010E-04
-56.9156 5.789478E-04
-56.8956 5.800975E-04
-56.8756 5.812509E-04
-56.8556 5.824085E-04
-56.8356 5.835692E-04
-56.8155 5.847335E-04
-56.7955 5.859014E-04
-56.7755 5.870731E-04
-56.7555 5.882490E-04
-56.7355 5.894281E-04
-56.7155 5.906109E-04
-56.6955 5.917975E-04
-56.6755 5.929884E-04
-56.6555 5.941825E-04
-56.6355 5.953804E-04
-56.6154 5.965821E-04
-56.5954 5.977877E-04
-56.5754 5.989976E-04
-56.5554 6.002109E-04
-56.5354 6.014281E-04
-56.5154 6.026492E-04
-56.4954 6.038741E-04
-56.4754 6.051031E-04
-56.4554 6.063364E-04
-56.4354 6.075733E-04
-56.4153 6.088140E-04
-56.3953 6.100590E-04
-56.3753 6.113078E-04
-56.3553 6.125606E-04
-56.3353 6.138175E-04
-56.3153 6.150785E-04
-56.2953 6.163436E-04
-56.2753 6.176133E-04
-56.2553 6.188867E-04
-56.2353 6.201641E-04
-56.2152 6.214457E-04
-56.1952 6.227315E-04
-56.1752 6.240215E-04
-56.1552 6.253158E-04
-56.1352 6.266141E-04
-56.1152 6.279169E-04
