884.015 -72.7290410000 -4.0374255861 1.2022146777E-04
894.015 -62.7290410000 -3.6981240038 1.7714816623E-04
904.015 -52.7290410000 -3.3243702837 2.9433749717E-04
914.015 -42.7290410000 -2.9028872556 6.0816730487E-04
915.515 -41.2290410000 -2.8342639705 6.9970157794E-04
917.015 -39.7290410000 -2.7639372712 8.1463533864E-04
918.515 -38.2290410000 -2.6917741225 9.6173351449E-04
920.015 -36.7290410000 -2.6176219141 1.1542821366E-03
921.515 -35.2290410000 -2.5413071234 1.4131740251E-03
923.015 -33.7290410000 -2.4626287087 1.7725422052E-03
924.015 -32.7290410000 -2.4087488567 2.0953786177E-03
924.515 -32.2290410000 -2.3813520461 2.2911880066E-03
924.884 -31.8595710000 -2.3609031937 2.4540988830E-03
925.754 -30.9901010000 -2.3120671696 2.9133365830E-03
926.623 -30.1206310000 -2.2621773041 3.5130876370E-03
927.493 -29.2511610000 -2.2111622657 4.3137278719E-03
928.362 -28.3816910000 -2.1589419977 5.4098844155E-03
929.231 -27.5122210000 -2.1054268232 6.9513083905E-03
930.101 -26.6427510000 -2.0505154635 9.1775690485E-03
930.97 -25.7732810000 -1.9940926885 1.2453626257E-02
931.84 -24.9038110000 -1.9360261384 1.7244636310E-02
932.709 -24.0343410000 -1.8761631969 2.3743042096E-02
933.579 -23.1648710000 -1.8143263523 3.0651985928E-02
934.448 -22.2954010000 -1.7503062865 3.4183848343E-02
935.318 -21.4259310000 -1.6838538105 3.1418679469E-02
936.187 -20.5564610000 -1.6146688287 2.4723430529E-02
937.057 -19.6869910000 -1.5423835401 1.8134904972E-02
937.926 -18.8175210000 -1.4665397219 1.3223354700E-02
938.796 -17.9480510000 -1.3865533940 9.8703013426E-03
939.665 -17.0785810000 -1.3016612382 7.6132745356E-03
940.535 -16.2091110000 -1.2108318863 6.0746566997E-03
941.404 -15.3396410000 -1.1126120266 5.0031997983E-03
942.274 -14.4701710000 -1.0048368425 4.2426477689E-03
943.143 -13.6007010000 -0.8840185808 3.6955287088E-03
944.012 -12.7312310000 -0.7438282840 3.2988177484E-03
944.015 -12.7290410000 -0.7434418353 3.2979428063E-03
946.12 -10.6232410000 0.0000000000 2.7369603274E-03
947.015 -9.7290409600 0.4844575844 2.6234827555E-03
948.515 -8.2290409600 0.7927178447 2.5348832232E-03
950.015 -6.7290409600 1.0109916507 2.5341551902E-03
951.515 -5.2290409600 1.1898766721 2.5828272334E-03
953.015 -3.7290409600 1.3451799451 2.6642590738E-03
954.015 -2.7290409600 1.4394364647 2.7235848893E-03
954.515 -2.2290409600 1.4843218144 2.7510676035E-03
974.015 17.2709590000 2.7057979159 5.1336680733E-03
994.015 37.2709590000 3.5455195798 6.0516564586E-03
1014.01 57.2709590000 4.2213828617 5.8773245042E-03
1034.01 77.2709590000 4.8030658643 6.1584215854E-03
1054.01 97.2709590000 5.3215417618 5.2555731797E-03
1074.01 117.2709590000 5.7938047474 5.0896819519E-03
