888.946 -81.9196810000 -3.9023127509 4.3452914577E-04
898.946 -71.9196810000 -3.5501209680 6.5621383821E-04
908.946 -61.9196810000 -3.1589044345 1.1121230245E-03
918.946 -51.9196810000 -2.7118249783 2.2976941281E-03
920.446 -50.4196810000 -2.6382363942 2.6303360448E-03
921.946 -48.9196810000 -2.5625356793 3.0387460486E-03
923.446 -47.4196810000 -2.4845295216 3.5462216331E-03
924.946 -45.9196810000 -2.4039933295 4.1846626394E-03
926.446 -44.4196810000 -2.3206639865 4.9982432338E-03
927.946 -42.9196810000 -2.2342290840 6.0469296099E-03
928.946 -41.9196810000 -2.1746979902 6.9154036401E-03
929.446 -41.4196810000 -2.1443127128 7.4108061625E-03
931.168 -39.6974610000 -2.0361849463 9.4936871454E-03
933.39 -37.4752410000 -1.8875345585 1.3212030456E-02
935.613 -35.2530210000 -1.7261298572 1.7914619097E-02
937.835 -33.0308010000 -1.5479864569 2.1845209149E-02
940.057 -30.8085810000 -1.3464768315 2.1984326195E-02
942.279 -28.5863610000 -1.1089353174 1.8272172217E-02
944.502 -26.3641410000 -0.8040367936 1.3693541733E-02
946.965 -23.9010810000 0.0000000000 9.7276897488E-03
948.946 -21.9197010000 0.7211445579 7.5595208919E-03
950.446 -20.4196710000 0.9559077742 6.4099392422E-03
951.946 -18.9196710000 1.1434430679 5.5352270022E-03
953.446 -17.4196710000 1.3042870234 4.8704140761E-03
954.946 -15.9196710000 1.4473656170 4.3666999022E-03
956.446 -14.4196710000 1.5775200811 3.9877322367E-03
957.946 -12.9196710000 1.6977255950 3.7067973323E-03
958.946 -11.9196810000 1.7733407646 3.5636146504E-03
959.446 -11.4196710000 1.8099652925 3.5033384172E-03
978.946 8.0803190300 2.8972578275 3.7683603049E-03
998.946 28.0803190000 3.6937067626 5.2793841995E-03
1018.95 48.0803190000 4.3465891487 5.5879428543E-03
1038.95 68.0803190000 4.9134711608 5.6418509471E-03
1058.95 88.0803190000 5.4213990150 5.2286466644E-03
