-29.6444 6.046776E-04
-29.6244 6.058525E-04
-29.6044 6.070310E-04
-29.5844 6.082129E-04
-29.5644 6.093990E-04
-29.5443 6.105885E-04
-29.5243 6.117819E-04
-29.5043 6.129789E-04
-29.4843 6.141794E-04
-29.4643 6.153841E-04
-29.4443 6.165921E-04
-29.4243 6.178046E-04
-29.4043 6.190204E-04
-29.3843 6.202399E-04
-29.3643 6.214635E-04
-29.3442 6.226911E-04
-29.3242 6.239223E-04
-29.3042 6.251577E-04
-29.2842 6.263967E-04
-29.2642 6.276397E-04
-29.2442 6.288866E-04
-29.2242 6.301375E-04
-29.2042 6.313925E-04
-29.1842 6.326514E-04
-29.1642 6.339141E-04
-29.1441 6.351812E-04
-29.1241 6.364522E-04
-29.1041 6.377273E-04
-29.0841 6.390065E-04
-29.0641 6.402898E-04
-29.0441 6.415770E-04
-29.0241 6.428684E-04
-29.0041 6.441642E-04
-28.9841 6.454640E-04
-28.9641 6.467682E-04
-28.9440 6.480764E-04
-28.9240 6.493888E-04
-28.9040 6.507057E-04
-28.8840 6.520265E-04
-28.8640 6.533518E-04
-28.8440 6.546813E-04
-28.8240 6.560153E-04
-28.8040 6.573536E-04
-28.7840 6.586963E-04
-28.7640 6.600433E-04
-28.7439 6.613947E-04
-28.7239 6.627505E-04
-28.7039 6.641108E-04
-28.6839 6.654756E-04
-28.6639 6.668448E-04
-28.6439 6.682185E-04
-28.6239 6.695968E-04
-28.6039 6.709793E-04
-28.5839 6.723666E-04
-28.5639 6.737586E-04
-28.5438 6.751551E-04
-28.5238 6.765562E-04
-28.5038 6.779621E-04
-28.4838 6.793725E-04
-28.4638 6.807874E-04
-28.4438 6.822076E-04
-28.4238 6.836321E-04
-28.4038 6.850614E-04
-28.3838 6.864953E-04
-28.3638 6.879341E-04
-28.3437 6.893779E-04
-28.3237 6.908265E-04
-28.3037 6.922799E-04
-28.2837 6.937382E-04
-28.2637 6.952014E-04
-28.2437 6.966696E-04
-28.2237 6.981425E-04
-28.2037 6.996206E-04
-28.1837 7.011032E-04
-28.1637 7.025917E-04
-28.1436 7.040844E-04
-28.1236 7.055829E-04
-28.1036 7.070863E-04
-28.0836 7.085943E-04
-28.0636 7.101078E-04
-28.0436 7.116264E-04
-28.0236 7.131502E-04
-28.0036 7.146794E-04
-27.9836 7.162133E-04
-27.9636 7.177532E-04
-27.9435 7.192979E-04
-27.9235 7.208481E-04
-27.9035 7.224032E-04
-27.8835 7.239640E-04
-27.8635 7.255306E-04
-27.8435 7.271018E-04
-27.8235 7.286788E-04
-27.8035 7.302614E-04
-27.7835 7.318496E-04
-27.7635 7.334432E-04
-27.7434 7.350417E-04
-27.7234 7.366463E-04
-27.7034 7.382565E-04
-27.6834 7.398727E-04
-27.6634 7.414937E-04
-27.6434 7.431208E-04
-27.6234 7.447536E-04
-27.6034 7.463920E-04
-27.5834 7.480363E-04
-27.5634 7.496863E-04
-27.5433 7.513421E-04
-27.5233 7.530037E-04
-27.5033 7.546712E-04
-27.4833 7.563442E-04
-27.4633 7.580240E-04
-27.4433 7.597092E-04
-27.4233 7.614005E-04
-27.4033 7.630973E-04
-27.3833 7.648006E-04
-27.3633 7.665099E-04
-27.3432 7.682254E-04
-27.3232 7.699469E-04
-27.3032 7.716746E-04
-27.2832 7.734090E-04
-27.2632 7.751485E-04
-27.2432 7.768949E-04
-27.2232 7.786474E-04
-27.2032 7.804064E-04
-27.1832 7.821715E-04
-27.1632 7.839431E-04
-27.1431 7.857211E-04
-27.1231 7.875055E-04
-27.1031 7.892964E-04
-27.0831 7.910938E-04
-27.0631 7.928976E-04
-27.0431 7.947080E-04
-27.0231 7.965251E-04
-27.0031 7.983487E-04
-26.9831 8.001790E-04
-26.9631 8.020159E-04
-26.9430 8.038596E-04
-26.9230 8.057101E-04
-26.9030 8.075673E-04
-26.8830 8.094313E-04
-26.8630 8.113022E-04
-26.8430 8.131800E-04
-26.8230 8.150642E-04
-26.8030 8.169560E-04
-26.7830 8.188545E-04
-26.7630 8.207603E-04
-26.7429 8.226730E-04
-26.7229 8.245928E-04
-26.7029 8.265198E-04
-26.6829 8.284546E-04
-26.6629 8.303953E-04
-26.6429 8.323446E-04
-26.6229 8.342998E-04
-26.6029 8.362630E-04
-26.5829 8.382336E-04
-26.5629 8.402116E-04
-26.5428 8.421968E-04
-26.5228 8.441898E-04
-26.5028 8.461907E-04
-26.4828 8.481979E-04
-26.4628 8.502135E-04
-26.4428 8.522367E-04
-26.4228 8.542675E-04
-26.4028 8.563059E-04
-26.3828 8.583520E-04
-26.3628 8.604061E-04
-26.3427 8.624680E-04
-26.3227 8.645377E-04
-26.3027 8.666151E-04
-26.2827 8.687008E-04
-26.2627 8.707945E-04
-26.2427 8.728960E-04
